Module Name /IEEE802154INET-Standalone/simulations/results/MAC-standard-0.sca_MAC-standard-0-20170723-04:12:25-6752 /IEEE802154INET-Standalone/simulations/results/MAC-standard-1.sca_MAC-standard-1-20170723-04:12:25-6755 /IEEE802154INET-Standalone/simulations/results/MAC-standard-2.sca_MAC-standard-2-20170723-04:12:25-6754 /IEEE802154INET-Standalone/simulations/results/MAC-standard-3.sca_MAC-standard-3-20170723-04:12:25-6753 /IEEE802154INET-Standalone/simulations/results/MAC-standard-4.sca_MAC-standard-4-20170723-04:12:29-6782 /IEEE802154INET-Standalone/simulations/results/MAC-standard-5.sca_MAC-standard-5-20170723-04:12:33-6787 /IEEE802154INET-Standalone/simulations/results/MAC-standard-6.sca_MAC-standard-6-20170723-04:12:40-6792 /IEEE802154INET-Standalone/simulations/results/MAC-standard-7.sca_MAC-standard-7-20170723-04:12:46-6798 /IEEE802154INET-Standalone/simulations/results/MAC-standard-8.sca_MAC-standard-8-20170723-04:13:00-6803 /IEEE802154INET-Standalone/simulations/results/MAC-standard-9.sca_MAC-standard-9-20170723-04:13:14-6809 /IEEE802154INET-Standalone/simulations/results/MAC-standard-10.sca_MAC-standard-10-20170723-04:13:31-6814 /IEEE802154INET-Standalone/simulations/results/MAC-standard-11.sca_MAC-standard-11-20170723-04:13:48-6819 /IEEE802154INET-Standalone/simulations/results/MAC-standard-12.sca_MAC-standard-12-20170723-04:14:14-6824 /IEEE802154INET-Standalone/simulations/results/MAC-standard-13.sca_MAC-standard-13-20170723-04:14:41-6829 /IEEE802154INET-Standalone/simulations/results/MAC-standard-14.sca_MAC-standard-14-20170723-04:15:12-6835 /IEEE802154INET-Standalone/simulations/results/MAC-standard-15.sca_MAC-standard-15-20170723-04:15:43-6841 /IEEE802154INET-Standalone/simulations/results/MAC-standard-16.sca_MAC-standard-16-20170723-04:16:24-6847 /IEEE802154INET-Standalone/simulations/results/MAC-standard-17.sca_MAC-standard-17-20170723-04:17:03-6855 /IEEE802154INET-Standalone/simulations/results/MAC-standard-18.sca_MAC-standard-18-20170723-04:17:52-6860 /IEEE802154INET-Standalone/simulations/results/MAC-standard-19.sca_MAC-standard-19-20170723-04:18:38-6865 /IEEE802154INET-Standalone/simulations/results/MAC-standard-20.sca_MAC-standard-20-20170723-04:19:38-6870 /IEEE802154INET-Standalone/simulations/results/MAC-standard-21.sca_MAC-standard-21-20170723-04:20:35-6877 /IEEE802154INET-Standalone/simulations/results/MAC-standard-22.sca_MAC-standard-22-20170723-04:21:43-6883 /IEEE802154INET-Standalone/simulations/results/MAC-standard-23.sca_MAC-standard-23-20170723-04:22:48-6897 /IEEE802154INET-Standalone/simulations/results/MAC-standard-24.sca_MAC-standard-24-20170723-04:24:07-6904 /IEEE802154INET-Standalone/simulations/results/MAC-standard-25.sca_MAC-standard-25-20170723-04:25:24-6909 /IEEE802154INET-Standalone/simulations/results/MAC-standard-26.sca_MAC-standard-26-20170723-04:26:52-6915 /IEEE802154INET-Standalone/simulations/results/MAC-standard-27.sca_MAC-standard-27-20170723-04:28:21-6923 /IEEE802154INET-Standalone/simulations/results/MAC-standard-28.sca_MAC-standard-28-20170723-04:30:04-6928 /IEEE802154INET-Standalone/simulations/results/MAC-standard-29.sca_MAC-standard-29-20170723-04:31:42-6933 /IEEE802154INET-Standalone/simulations/results/MAC-standard-30.sca_MAC-standard-30-20170723-04:33:35-6939 /IEEE802154INET-Standalone/simulations/results/MAC-standard-31.sca_MAC-standard-31-20170723-04:35:30-6946 /IEEE802154INET-Standalone/simulations/results/MAC-standard-32.sca_MAC-standard-32-20170723-04:37:35-6960 /IEEE802154INET-Standalone/simulations/results/MAC-standard-33.sca_MAC-standard-33-20170723-04:39:44-6965 /IEEE802154INET-Standalone/simulations/results/MAC-standard-34.sca_MAC-standard-34-20170723-04:41:58-6973 /IEEE802154INET-Standalone/simulations/results/MAC-standard-35.sca_MAC-standard-35-20170723-04:44:26-6978 /IEEE802154INET-Standalone/simulations/results/MAC-standard-36.sca_MAC-standard-36-20170723-04:46:57-6985 /IEEE802154INET-Standalone/simulations/results/MAC-standard-37.sca_MAC-standard-37-20170723-04:49:43-6991 /IEEE802154INET-Standalone/simulations/results/MAC-standard-38.sca_MAC-standard-38-20170723-04:52:24-7005 /IEEE802154INET-Standalone/simulations/results/MAC-standard-39.sca_MAC-standard-39-20170723-04:55:25-7016
net.Box[227].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.73265 7.70329 7.79061 7.7736 7.83962 7.87179 7.88193 7.96375 7.95291 7.96145 8.00105 8.06211 8.10984 8.09916 8.12024 8.17801 8.16259 8.2139
net.Box[228].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.73263 7.7032 7.7905 7.7737 7.83958 7.87189 7.88195 7.96384 7.95295 7.96144 8.00163 8.06213 8.11001 8.09908 8.12025 8.17803 8.16267 8.2139
net.Box[229].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.7326 7.70317 7.7906 7.77363 7.83969 7.87187 7.88183 7.96374 7.95293 7.96143 8.00168 8.06221 8.11 8.09909 8.12027 8.17797 8.16261 8.21397
net.Box[230].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.70328 7.79068 7.77367 7.83949 7.8717 7.88191 7.96372 7.95304 7.96142 8.00175 8.06204 8.10987 8.09908 8.12024 8.17798 8.1625 8.21388
net.Box[231].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.70329 7.7907 7.77367 7.83958 7.87181 7.88182 7.96373 7.95296 7.96156 8.00173 8.06209 8.10981 8.09898 8.1203 8.17797 8.16266 8.21398
net.Box[232].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.70319 7.79066 7.77366 7.83959 7.87177 7.88195 7.96379 7.95309 7.96152 8.0017 8.06211 8.10988 8.09896 8.12024 8.17799 8.16259 8.21394
net.Box[233].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.7032 7.79056 7.77367 7.83959 7.87174 7.88185 7.96378 7.95307 7.96145 8.00159 8.06215 8.10998 8.09917 8.12029 8.17786 8.16087 8.2138
net.Box[234].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.70335 7.79062 7.77362 7.83961 7.87177 7.88182 7.96388 7.95309 7.9615 8.0017 8.06206 8.10983 8.09903 8.12035 8.17806 8.16265 8.21381
net.Box[235].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.70322 7.79068 7.77361 7.83962 7.87177 7.88196 7.96382 7.95298 7.96148 8.0018 8.06209 8.10982 8.099 8.12027 8.17803 8.16249 8.21378
net.Box[236].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.70323 7.79052 7.77364 7.83958 7.87169 7.88186 7.96392 7.95305 7.96142 8.0017 8.06199 8.10987 8.09907 8.12024 8.17798 8.16252 8.21388
net.Box[237].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.70324 7.79064 7.77356 7.83958 7.87173 7.88193 7.96387 7.95306 7.96153 8.00168 8.06221 8.10995 8.0991 8.12024 8.17804 8.1626 8.21381
net.Box[238].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.70313 7.79051 7.77362 7.83961 7.87176 7.88195 7.96379 7.95309 7.9616 8.00174 8.06214 8.10988 8.09915 8.12022 8.17805 8.16257 8.21391
net.Box[239].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.70328 7.79057 7.77366 7.83953 7.87182 7.88196 7.96371 7.95297 7.96144 8.00166 8.062 8.10996 8.09909 8.12033 8.17794 8.16257 8.21389
net.Box[240].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.79064 7.7736 7.83947 7.87171 7.88192 7.96383 7.95296 7.96146 8.00178 8.06217 8.10997 8.09907 8.12016 8.17802 8.16258 8.21398
net.Box[241].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.79053 7.77357 7.83958 7.87171 7.88184 7.9638 7.95288 7.96155 8.00182 8.06204 8.10985 8.09914 8.12031 8.17803 8.16262 8.21386
net.Box[242].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.79058 7.77367 7.83956 7.8718 7.88194 7.96388 7.95287 7.96144 8.0017 8.06212 8.11 8.09913 8.1202 8.17794 8.16253 8.21387
net.Box[243].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.79063 7.77356 7.83953 7.87175 7.8819 7.96375 7.95291 7.96144 8.00165 8.06203 8.10995 8.09906 8.12035 8.17803 8.16261 8.2138
net.Box[244].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.79065 7.77366 7.83958 7.8717 7.88181 7.96375 7.95287 7.9615 8.0018 8.06207 8.10995 8.09911 8.12021 8.17801 8.16262 8.21399
net.Box[245].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.7906 7.77364 7.83969 7.87187 7.8818 7.9638 7.95298 7.9615 8.00179 8.06213 8.10992 8.09919 8.12032 8.17788 8.16245 8.21383
net.Box[246].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.79059 7.7737 7.83956 7.8718 7.88185 7.96374 7.95292 7.96147 8.00163 8.06215 8.10992 8.09902 8.12032 8.17795 8.16262 8.21397
net.Box[247].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.79066 7.77357 7.83969 7.87182 7.88192 7.96381 7.95303 7.96144 8.00179 8.06208 8.10982 8.09918 8.12019 8.17792 8.16263 8.21393
net.Box[248].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.79063 7.77365 7.83953 7.87172 7.88191 7.96378 7.95305 7.96139 8.00164 8.06213 8.10996 8.09904 8.12027 8.17789 8.16257 8.21394
net.Box[249].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.7907 7.77371 7.83945 7.87175 7.88178 7.96377 7.95292 7.96142 8.00162 8.06205 8.10978 8.09913 8.1203 8.178 8.16253 8.21387
net.Box[250].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.77367 7.8396 7.87188 7.8816 7.96382 7.95309 7.96151 8.00174 8.06221 8.10991 8.09914 8.12016 8.17787 8.16245 8.21381
net.Box[251].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.77365 7.83953 7.87172 7.88197 7.96371 7.95298 7.96149 8.00169 8.06203 8.10994 8.09917 8.12027 8.17791 8.16269 8.21389
net.Box[252].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.77363 7.8395 7.87176 7.88181 7.96378 7.9529 7.96156 8.00161 8.06205 8.11002 8.09914 8.12028 8.17797 8.16259 8.21389
net.Box[253].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.77364 7.83961 7.87183 7.88194 7.9638 7.95297 7.96151 8.00182 8.06204 8.10984 8.09915 8.12026 8.17805 8.16266 8.21376
net.Box[254].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.77369 7.83953 7.8718 7.8818 7.96375 7.95302 7.96161 8.00174 8.06205 8.10994 8.09917 8.12031 8.17799 8.16257 8.21377
net.Box[255].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.77362 7.83956 7.87182 7.88177 7.96387 7.9529 7.96154 8.00165 8.06211 8.10979 8.09909 8.12028 8.17795 8.16262 8.21384
net.Box[256].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.77357 7.83957 7.87172 7.88197 7.96388 7.95297 7.9615 8.00175 8.06183 8.10985 8.09918 8.12016 8.17795 8.16243 8.21388
net.Box[257].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.77355 7.83944 7.87177 7.88186 7.96385 7.95298 7.96139 8.00178 8.06204 8.10995 8.09902 8.12019 8.17804 8.16247 8.21394
net.Box[258].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.77367 7.83944 7.87178 7.88184 7.96386 7.95299 7.96148 8.00169 8.06215 8.10998 8.09908 8.12029 8.17795 8.16262 8.21385
net.Box[259].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.77367 7.83943 7.87179 7.88196 7.96384 7.95299 7.9615 8.00159 8.06221 8.10995 8.09916 8.12027 8.17799 8.16255 8.21389
net.Box[260].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.83959 7.87173 7.8819 7.96375 7.95296 7.96146 8.00177 8.06202 8.10992 8.09913 8.12024 8.17794 8.1625 8.21383
net.Box[261].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.83958 7.87171 7.88181 7.96382 7.95297 7.9615 8.00176 8.06213 8.11 8.09903 8.12027 8.17804 8.16257 8.21384
net.Box[262].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.83956 7.87177 7.88194 7.96379 7.95288 7.96148 8.00165 8.06201 8.10995 8.09915 8.12029 8.17789 8.16256 8.21381
net.Box[263].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.83967 7.8718 7.8819 7.96374 7.95311 7.96142 8.00175 8.0622 8.10991 8.09902 8.12026 8.17799 8.16248 8.21387
net.Box[264].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.83966 7.8718 7.88191 7.96383 7.95289 7.96156 8.00164 8.06213 8.11 8.09915 8.12025 8.17792 8.16255 8.21399
net.Box[265].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.83956 7.87182 7.88193 7.96379 7.95294 7.9616 8.00162 8.06217 8.10988 8.09915 8.12018 8.17804 8.16261 8.21382
net.Box[266].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.83943 7.87185 7.88189 7.96372 7.95297 7.96142 8.00167 8.06217 8.10984 8.09907 8.12025 8.17789 8.16265 8.2138
net.Box[267].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.8396 7.8717 7.88182 7.96374 7.95287 7.96141 8.00169 8.0622 8.10999 8.09905 8.12017 8.17796 8.16266 8.21388
net.Box[268].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.83956 7.87176 7.88191 7.96378 7.95289 7.96154 8.00183 8.06214 8.10985 8.09914 8.12026 8.17803 8.1626 8.21388
net.Box[269].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.83947 7.87178 7.88186 7.96376 7.95304 7.96141 8.00162 8.06217 8.11001 8.09901 8.12033 8.17801 8.16257 8.21386
net.Box[270].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.87183 7.88193 7.96383 7.953 7.96138 8.00164 8.06206 8.10997 8.09902 8.12025 8.17802 8.16262 8.21391
net.Box[271].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.87166 7.88189 7.9638 7.95295 7.96148 8.00174 8.06208 8.10985 8.09915 8.12031 8.17803 8.16254 8.21389
net.Box[272].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.87171 7.88194 7.96388 7.95293 7.96149 8.00172 8.06212 8.10983 8.09899 8.1202 8.178 8.16265 8.21384
net.Box[273].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.87188 7.88193 7.96378 7.95309 7.9615 8.00171 8.06208 8.10992 8.09924 8.12018 8.17803 8.16259 8.21391
net.Box[274].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.87171 7.88185 7.96377 7.95294 7.96148 8.00165 8.06214 8.11 8.09921 8.12019 8.17799 8.16255 8.2139
net.Box[275].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.87173 7.88179 7.96385 7.95303 7.96139 8.00162 8.06206 8.10997 8.09907 8.12034 8.17796 8.16254 8.21391
net.Box[276].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.87181 7.88187 7.96384 7.95299 7.96147 8.00175 8.06213 8.10994 8.09904 8.12019 8.17794 8.1625 8.21399
net.Box[277].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.87184 7.88181 7.96371 7.95303 7.96146 8.00172 8.06215 8.10989 8.09914 8.12033 8.17789 8.16245 8.2138
net.Box[278].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.87181 7.88182 7.96389 7.95289 7.96144 8.00162 8.06212 8.10993 8.0991 8.12028 8.17794 8.16265 8.21382
net.Box[279].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.87182 7.8818 7.96382 7.95293 7.96148 8.00173 8.062 8.10982 8.09918 8.12029 8.1779 8.16256 8.21385
net.Box[280].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.8819 7.96378 7.95298 7.96146 8.00165 8.06212 8.10998 8.09872 8.12029 8.17786 8.16269 8.21382
net.Box[281].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.88192 7.9638 7.953 7.96146 8.00163 8.06219 8.10996 8.09899 8.12035 8.17807 8.16248 8.21398
net.Box[282].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.88181 7.96373 7.95297 7.96157 8.00167 8.06206 8.10993 8.09913 8.12016 8.17801 8.16259 8.21388
net.Box[283].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.8819 7.9637 7.95291 7.96146 8.00167 8.06209 8.10989 8.09912 8.12034 8.17798 8.16268 8.21397
net.Box[284].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.88189 7.96384 7.95296 7.96151 8.00178 8.06207 8.10991 8.09921 8.12019 8.17795 8.16267 8.21394
net.Box[285].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.88194 7.96371 7.95299 7.96146 8.00171 8.06205 8.10999 8.09916 8.12024 8.17808 8.16255 8.21395
net.Box[286].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.88184 7.96373 7.95289 7.96143 8.00162 8.06218 8.10998 8.09921 8.12025 8.178 8.16246 8.21382
net.Box[287].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.88192 7.96371 7.95291 7.96151 8.00167 8.06208 8.10988 8.09902 8.12028 8.17804 8.16262 8.21383
net.Box[288].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.88187 7.96382 7.95308 7.96149 8.00159 8.06209 8.10978 8.09904 8.1202 8.17787 8.16267 8.2139
net.Box[289].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.8819 7.96385 7.95297 7.96148 8.00179 8.06218 8.10983 8.09902 8.12033 8.17796 8.1626 8.21381
net.Box[290].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.9637 7.95293 7.96139 8.00168 8.06217 8.10999 8.09909 8.12017 8.17804 8.16261 8.21382
net.Box[291].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.96371 7.95297 7.96144 8.00173 8.06212 8.10988 8.0991 8.1203 8.17795 8.16255 8.2139
net.Box[292].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.96382 7.95295 7.96143 8.00173 8.0622 8.10982 8.09903 8.1203 8.17799 8.16259 8.21392
net.Box[293].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.9638 7.95299 7.96146 8.00173 8.06212 8.10991 8.099 8.12035 8.17801 8.16266 8.21387
net.Box[294].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.96382 7.95296 7.96152 8.00174 8.06213 8.10991 8.09918 8.1202 8.1779 8.16259 8.21384
net.Box[295].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.96379 7.953 7.96156 8.00168 8.06207 8.10994 8.09902 8.12014 8.17796 8.16249 8.21391
net.Box[296].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.96382 7.95304 7.96141 8.00174 8.06207 8.10983 8.09914 8.12022 8.17789 8.16255 8.21377
